id,name,price,stock
5316,Roasted Coffee Espresso Beans,382.5,24
5317,Sweet Tea Hibiscus Leaves,483.49,28
5318,Light Snack Popcorn Bag,115.75,32
5319,Special Drink Juice Box,193.99,36
5320,Local Bakery Banana Bread,204.5,40
5321,Roasted Coffee Cappuccino Sticks,641.25,83
5322,Sweet Tea Jasmine Pearls,484.49,87
5323,Light Snack Trail Mix,138.99,91
5324,Special Drink Sports Drink,172.99,95
5325,Local Bakery Cinnamon Roll,164.5,99
5326,Fresh Dairy Greek Yogurt,231.49,4
5327,Classic Pantry Soy Sauce 1L,195.25,8
5328,Original Frozen Frozen Pizza,116.49,12
5329,Salted Produce Garlic Bulb,69.25,16
5330,Spicy Meat Lamb Chops,187.99,20
5331,Deluxe Bath Mouthwash,150.99,24
5332,Imported Clean Floor Wax,413.0,28
5333,Natural Office Highlighter,61.25,32
5334,Organic Tech Earphones,1559.5,36
5335,Premium Pet Cat Food 1kg,169.49,40
5336,Roasted Coffee Espresso Beans,363.0,44
5337,Sweet Tea Hibiscus Leaves,463.99,48
5338,Light Snack Popcorn Bag,96.25,52
5339,Special Drink Juice Box,174.49,56
5340,Local Bakery Banana Bread,207.75,60
5341,Roasted Coffee Cappuccino Sticks,644.5,4
5342,Sweet Tea Jasmine Pearls,487.74,8
5343,Light Snack Trail Mix,142.24,12
5344,Special Drink Sports Drink,176.24,16
5345,Local Bakery Cinnamon Roll,167.75,20
5346,Fresh Dairy Greek Yogurt,234.74,24
5347,Classic Pantry Soy Sauce 1L,198.5,28
5348,Original Frozen Frozen Pizza,119.74,32
5349,Salted Produce Garlic Bulb,72.5,36
5350,Spicy Meat Lamb Chops,191.24,40
5351,Deluxe Bath Mouthwash,154.24,44
5352,Imported Clean Floor Wax,416.25,48
5353,Natural Office Highlighter,64.5,52
5354,Organic Tech Earphones,1562.75,56
5355,Premium Pet Cat Food 1kg,172.74,60
5356,Roasted Coffee Espresso Beans,366.25,64
5357,Sweet Tea Hibiscus Leaves,467.24,68
5358,Light Snack Popcorn Bag,99.5,72
5359,Special Drink Juice Box,177.74,76
5360,Local Bakery Banana Bread,211.0,80
5361,Roasted Coffee Cappuccino Sticks,647.75,24
5362,Sweet Tea Jasmine Pearls,490.99,28
5363,Light Snack Trail Mix,145.49,32
5364,Special Drink Sports Drink,179.49,36
5365,Local Bakery Cinnamon Roll,171.0,40
5366,Fresh Dairy Greek Yogurt,237.99,44
5367,Classic Pantry Soy Sauce 1L,201.75,48
5368,Original Frozen Frozen Pizza,122.99,52
5369,Salted Produce Garlic Bulb,75.75,56
5370,Spicy Meat Lamb Chops,194.49,60
5371,Deluxe Bath Mouthwash,157.49,64
5372,Imported Clean Floor Wax,419.5,68
5373,Natural Office Highlighter,67.75,72
5374,Organic Tech Earphones,1566.0,76
5375,Premium Pet Cat Food 1kg,175.99,80
5376,Roasted Coffee Espresso Beans,369.5,84
5377,Sweet Tea Hibiscus Leaves,470.49,88
5378,Light Snack Popcorn Bag,102.75,92
5379,Special Drink Juice Box,180.99,96
5380,Local Bakery Banana Bread,214.25,1
5381,Roasted Coffee Cappuccino Sticks,651.0,44
5382,Sweet Tea Jasmine Pearls,494.24,48
5383,Light Snack Trail Mix,148.74,52
5384,Special Drink Sports Drink,182.74,56
5385,Local Bakery Cinnamon Roll,174.25,60
5386,Fresh Dairy Greek Yogurt,241.24,64
5387,Classic Pantry Soy Sauce 1L,205.0,68
5388,Original Frozen Frozen Pizza,126.24,72
5389,Salted Produce Garlic Bulb,79.0,76
5390,Spicy Meat Lamb Chops,197.74,80
5391,Deluxe Bath Mouthwash,160.74,84
5392,Imported Clean Floor Wax,422.75,88
5393,Natural Office Highlighter,71.0,92
5394,Organic Tech Earphones,1569.25,96
5395,Premium Pet Cat Food 1kg,179.24,1
5396,Roasted Coffee Espresso Beans,372.75,5
5397,Sweet Tea Hibiscus Leaves,473.74,9
5398,Light Snack Popcorn Bag,106.0,13
5399,Special Drink Juice Box,184.24,17
5400,Local Bakery Banana Bread,217.5,21
5401,Roasted Coffee Cappuccino Sticks,654.25,64
5402,Sweet Tea Jasmine Pearls,497.49,68
5403,Light Snack Trail Mix,151.99,72
5404,Special Drink Sports Drink,185.99,76
5405,Local Bakery Cinnamon Roll,177.5,80
5406,Fresh Dairy Greek Yogurt,244.49,84
5407,Classic Pantry Soy Sauce 1L,208.25,88
5408,Original Frozen Frozen Pizza,129.49,92
5409,Salted Produce Garlic Bulb,82.25,96
5410,Spicy Meat Lamb Chops,200.99,1
5411,Deluxe Bath Mouthwash,163.99,5
5412,Imported Clean Floor Wax,426.0,9
5413,Natural Office Highlighter,74.25,13
5414,Organic Tech Earphones,1572.5,17
5415,Premium Pet Cat Food 1kg,182.49,21
5416,Roasted Coffee Espresso Beans,376.0,25
5417,Sweet Tea Hibiscus Leaves,476.99,29
5418,Light Snack Popcorn Bag,109.25,33
5419,Special Drink Juice Box,187.49,37
5420,Local Bakery Banana Bread,220.75,41
5421,Roasted Coffee Cappuccino Sticks,657.5,84
5422,Sweet Tea Jasmine Pearls,500.74,88
5423,Light Snack Trail Mix,155.24,92
5424,Special Drink Sports Drink,189.24,96
5425,Local Bakery Cinnamon Roll,180.75,1
5426,Fresh Dairy Greek Yogurt,247.74,5
5427,Classic Pantry Soy Sauce 1L,211.5,9
5428,Original Frozen Frozen Pizza,132.74,13
5429,Salted Produce Garlic Bulb,85.5,17
5430,Spicy Meat Lamb Chops,204.24,21
5431,Deluxe Bath Mouthwash,167.24,25
5432,Imported Clean Floor Wax,429.25,29
5433,Natural Office Highlighter,77.5,33
5434,Organic Tech Earphones,1575.75,37
5435,Premium Pet Cat Food 1kg,185.74,41
5436,Roasted Coffee Espresso Beans,379.25,45
5437,Sweet Tea Hibiscus Leaves,480.24,49
5438,Light Snack Popcorn Bag,112.5,53
5439,Special Drink Juice Box,190.74,57
5440,Local Bakery Banana Bread,224.0,61
5441,Roasted Coffee Cappuccino Sticks,660.75,5
5442,Sweet Tea Jasmine Pearls,503.99,9
5443,Light Snack Trail Mix,158.49,13
5444,Special Drink Sports Drink,192.49,17
5445,Local Bakery Cinnamon Roll,184.0,21
5446,Fresh Dairy Greek Yogurt,250.99,25
5447,Classic Pantry Soy Sauce 1L,214.75,29
5448,Original Frozen Frozen Pizza,135.99,33
5449,Salted Produce Garlic Bulb,88.75,37
5450,Spicy Meat Lamb Chops,207.49,41
5451,Deluxe Bath Mouthwash,170.49,45
5452,Imported Clean Floor Wax,432.5,49
5453,Natural Office Highlighter,80.75,53
5454,Organic Tech Earphones,1579.0,57
5455,Premium Pet Cat Food 1kg,188.99,61
5456,Roasted Coffee Espresso Beans,382.5,65
5457,Sweet Tea Hibiscus Leaves,483.49,69
5458,Light Snack Popcorn Bag,115.75,73
5459,Special Drink Juice Box,193.99,77
5460,Local Bakery Banana Bread,204.5,81
5461,Roasted Coffee Cappuccino Sticks,641.25,25
5462,Sweet Tea Jasmine Pearls,484.49,29
5463,Light Snack Trail Mix,138.99,33
5464,Special Drink Sports Drink,172.99,37
5465,Local Bakery Cinnamon Roll,164.5,41
5466,Fresh Dairy Greek Yogurt,231.49,45
5467,Classic Pantry Soy Sauce 1L,195.25,49
5468,Original Frozen Frozen Pizza,116.49,53
5469,Salted Produce Garlic Bulb,69.25,57
5470,Spicy Meat Lamb Chops,187.99,61
5471,Deluxe Bath Mouthwash,150.99,65
5472,Imported Clean Floor Wax,413.0,69
5473,Natural Office Highlighter,61.25,73
5474,Organic Tech Earphones,1559.5,77
5475,Premium Pet Cat Food 1kg,169.49,81
5476,Roasted Coffee Espresso Beans,363.0,85
5477,Sweet Tea Hibiscus Leaves,463.99,89
5478,Light Snack Popcorn Bag,96.25,93
5479,Special Drink Juice Box,174.49,97
5480,Local Bakery Banana Bread,207.75,2
5481,Roasted Coffee Cappuccino Sticks,644.5,45
5482,Sweet Tea Jasmine Pearls,487.74,49
5483,Light Snack Trail Mix,142.24,53
5484,Special Drink Sports Drink,176.24,57
5485,Local Bakery Cinnamon Roll,167.75,61
5486,Fresh Dairy Greek Yogurt,234.74,65
5487,Classic Pantry Soy Sauce 1L,198.5,69
5488,Original Frozen Frozen Pizza,119.74,73
5489,Salted Produce Garlic Bulb,72.5,77
5490,Spicy Meat Lamb Chops,191.24,81
5491,Deluxe Bath Mouthwash,154.24,85
5492,Imported Clean Floor Wax,416.25,89
5493,Natural Office Highlighter,64.5,93
5494,Organic Tech Earphones,1562.75,97
5495,Premium Pet Cat Food 1kg,172.74,2
5496,Roasted Coffee Espresso Beans,366.25,6
5497,Sweet Tea Hibiscus Leaves,467.24,10
5498,Light Snack Popcorn Bag,99.5,14
5499,Special Drink Juice Box,177.74,18
5500,Local Bakery Banana Bread,211.0,22
5501,Roasted Coffee Cappuccino Sticks,647.75,65
5502,Sweet Tea Jasmine Pearls,490.99,69
5503,Light Snack Trail Mix,145.49,73
5504,Special Drink Sports Drink,179.49,77
5505,Local Bakery Cinnamon Roll,171.0,81
5506,Fresh Dairy Greek Yogurt,237.99,85
5507,Classic Pantry Soy Sauce 1L,201.75,89
5508,Original Frozen Frozen Pizza,122.99,93
5509,Salted Produce Garlic Bulb,75.75,97
5510,Spicy Meat Lamb Chops,194.49,2
5511,Deluxe Bath Mouthwash,157.49,6
5512,Imported Clean Floor Wax,419.5,10
5513,Natural Office Highlighter,67.75,14
5514,Organic Tech Earphones,1566.0,18
5515,Premium Pet Cat Food 1kg,175.99,22
5516,Roasted Coffee Espresso Beans,369.5,26
5517,Sweet Tea Hibiscus Leaves,470.49,30
5518,Light Snack Popcorn Bag,102.75,34
5519,Special Drink Juice Box,180.99,38
5520,Local Bakery Banana Bread,214.25,42
5521,Roasted Coffee Cappuccino Sticks,651.0,85
5522,Sweet Tea Jasmine Pearls,494.24,89
5523,Light Snack Trail Mix,148.74,93
5524,Special Drink Sports Drink,182.74,97
5525,Local Bakery Cinnamon Roll,174.25,2
5526,Fresh Dairy Greek Yogurt,241.24,6
5527,Classic Pantry Soy Sauce 1L,205.0,10
5528,Original Frozen Frozen Pizza,126.24,14
5529,Salted Produce Garlic Bulb,79.0,18
5530,Spicy Meat Lamb Chops,197.74,22
5531,Deluxe Bath Mouthwash,160.74,26
5532,Imported Clean Floor Wax,422.75,30
5533,Natural Office Highlighter,71.0,34
5534,Organic Tech Earphones,1569.25,38
5535,Premium Pet Cat Food 1kg,179.24,42
5536,Roasted Coffee Espresso Beans,372.75,46
5537,Sweet Tea Hibiscus Leaves,473.74,50
5538,Light Snack Popcorn Bag,106.0,54
5539,Special Drink Juice Box,184.24,58
5540,Local Bakery Banana Bread,217.5,62
5541,Roasted Coffee Cappuccino Sticks,654.25,6
5542,Sweet Tea Jasmine Pearls,497.49,10
5543,Light Snack Trail Mix,151.99,14
5544,Special Drink Sports Drink,185.99,18
5545,Local Bakery Cinnamon Roll,177.5,22
5546,Fresh Dairy Greek Yogurt,244.49,26
5547,Classic Pantry Soy Sauce 1L,208.25,30
5548,Original Frozen Frozen Pizza,129.49,34
5549,Salted Produce Garlic Bulb,82.25,38
5550,Spicy Meat Lamb Chops,200.99,42
5551,Deluxe Bath Mouthwash,163.99,46
5552,Imported Clean Floor Wax,426.0,50
5553,Natural Office Highlighter,74.25,54
5554,Organic Tech Earphones,1572.5,58
5555,Premium Pet Cat Food 1kg,182.49,62
5556,Roasted Coffee Espresso Beans,376.0,66
5557,Sweet Tea Hibiscus Leaves,476.99,70
5558,Light Snack Popcorn Bag,109.25,74
5559,Special Drink Juice Box,187.49,78
5560,Local Bakery Banana Bread,220.75,82
5561,Roasted Coffee Cappuccino Sticks,657.5,26
5562,Sweet Tea Jasmine Pearls,500.74,30
5563,Light Snack Trail Mix,155.24,34
5564,Special Drink Sports Drink,189.24,38
5565,Local Bakery Cinnamon Roll,180.75,42
5566,Fresh Dairy Greek Yogurt,247.74,46
5567,Classic Pantry Soy Sauce 1L,211.5,50
5568,Original Frozen Frozen Pizza,132.74,54
5569,Salted Produce Garlic Bulb,85.5,58
5570,Spicy Meat Lamb Chops,204.24,62
5571,Deluxe Bath Mouthwash,167.24,66
5572,Imported Clean Floor Wax,429.25,70
5573,Natural Office Highlighter,77.5,74
5574,Organic Tech Earphones,1575.75,78
5575,Premium Pet Cat Food 1kg,185.74,82
5576,Roasted Coffee Espresso Beans,379.25,86
5577,Sweet Tea Hibiscus Leaves,480.24,90
5578,Light Snack Popcorn Bag,112.5,94
5579,Special Drink Juice Box,190.74,98
5580,Local Bakery Banana Bread,224.0,3
5581,Roasted Coffee Cappuccino Sticks,660.75,46
5582,Sweet Tea Jasmine Pearls,503.99,50
5583,Light Snack Trail Mix,158.49,54
5584,Special Drink Sports Drink,192.49,58
5585,Local Bakery Cinnamon Roll,184.0,62
5586,Fresh Dairy Greek Yogurt,250.99,66
5587,Classic Pantry Soy Sauce 1L,214.75,70
5588,Original Frozen Frozen Pizza,135.99,74
5589,Salted Produce Garlic Bulb,88.75,78
5590,Spicy Meat Lamb Chops,207.49,82
5591,Deluxe Bath Mouthwash,170.49,86
5592,Imported Clean Floor Wax,432.5,90
5593,Natural Office Highlighter,80.75,94
5594,Organic Tech Earphones,1579.0,98
5595,Premium Pet Cat Food 1kg,188.99,3
5596,Roasted Coffee Espresso Beans,382.5,7
5597,Sweet Tea Hibiscus Leaves,483.49,11
5598,Light Snack Popcorn Bag,115.75,15
5599,Special Drink Juice Box,193.99,19
5600,Local Bakery Banana Bread,204.5,23
5601,Roasted Coffee Cappuccino Sticks,641.25,66
5602,Sweet Tea Jasmine Pearls,484.49,70
5603,Light Snack Trail Mix,138.99,74
5604,Special Drink Sports Drink,172.99,78
5605,Local Bakery Cinnamon Roll,164.5,82
5606,Fresh Dairy Greek Yogurt,231.49,86
5607,Classic Pantry Soy Sauce 1L,195.25,90
5608,Original Frozen Frozen Pizza,116.49,94
5609,Salted Produce Garlic Bulb,69.25,98
5610,Spicy Meat Lamb Chops,187.99,3
5611,Deluxe Bath Mouthwash,150.99,7
5612,Imported Clean Floor Wax,413.0,11
5613,Natural Office Highlighter,61.25,15
5614,Organic Tech Earphones,1559.5,19
5615,Premium Pet Cat Food 1kg,169.49,23
5616,Roasted Coffee Espresso Beans,363.0,27
5617,Sweet Tea Hibiscus Leaves,463.99,31
5618,Light Snack Popcorn Bag,96.25,35
5619,Special Drink Juice Box,174.49,39
5620,Local Bakery Banana Bread,207.75,43
5621,Roasted Coffee Cappuccino Sticks,644.5,86
5622,Sweet Tea Jasmine Pearls,487.74,90
5623,Light Snack Trail Mix,142.24,94
5624,Special Drink Sports Drink,176.24,98
5625,Local Bakery Cinnamon Roll,167.75,3
5626,Fresh Dairy Greek Yogurt,234.74,7
5627,Classic Pantry Soy Sauce 1L,198.5,11
5628,Original Frozen Frozen Pizza,119.74,15
5629,Salted Produce Garlic Bulb,72.5,19
5630,Spicy Meat Lamb Chops,191.24,23
5631,Deluxe Bath Mouthwash,154.24,27
5632,Imported Clean Floor Wax,416.25,31
5633,Natural Office Highlighter,64.5,35
5634,Organic Tech Earphones,1562.75,39
5635,Premium Pet Cat Food 1kg,172.74,43
5636,Roasted Coffee Espresso Beans,366.25,47
5637,Sweet Tea Hibiscus Leaves,467.24,51
5638,Light Snack Popcorn Bag,99.5,55
5639,Special Drink Juice Box,177.74,59
5640,Local Bakery Banana Bread,211.0,63
5641,Roasted Coffee Cappuccino Sticks,647.75,7
5642,Sweet Tea Jasmine Pearls,490.99,11
5643,Light Snack Trail Mix,145.49,15
5644,Special Drink Sports Drink,179.49,19
5645,Local Bakery Cinnamon Roll,171.0,23
5646,Fresh Dairy Greek Yogurt,237.99,27
5647,Classic Pantry Soy Sauce 1L,201.75,31
5648,Original Frozen Frozen Pizza,122.99,35
5649,Salted Produce Garlic Bulb,75.75,39
5650,Spicy Meat Lamb Chops,194.49,43
5651,Deluxe Bath Mouthwash,157.49,47
5652,Imported Clean Floor Wax,419.5,51
5653,Natural Office Highlighter,67.75,55
5654,Organic Tech Earphones,1566.0,59
5655,Premium Pet Cat Food 1kg,175.99,63
5656,Roasted Coffee Espresso Beans,369.5,67
5657,Sweet Tea Hibiscus Leaves,470.49,71
5658,Light Snack Popcorn Bag,102.75,75
5659,Special Drink Juice Box,180.99,79
5660,Local Bakery Banana Bread,214.25,83
5661,Roasted Coffee Cappuccino Sticks,651.0,27
5662,Sweet Tea Jasmine Pearls,494.24,31
5663,Light Snack Trail Mix,148.74,35
5664,Special Drink Sports Drink,182.74,39
5665,Local Bakery Cinnamon Roll,174.25,43
5666,Fresh Dairy Greek Yogurt,241.24,47
5667,Classic Pantry Soy Sauce 1L,205.0,51
5668,Original Frozen Frozen Pizza,126.24,55
5669,Salted Produce Garlic Bulb,79.0,59
5670,Spicy Meat Lamb Chops,197.74,63
5671,Deluxe Bath Mouthwash,160.74,67
5672,Imported Clean Floor Wax,422.75,71
5673,Natural Office Highlighter,71.0,75
5674,Organic Tech Earphones,1569.25,79
5675,Premium Pet Cat Food 1kg,179.24,83
5676,Roasted Coffee Espresso Beans,372.75,87
5677,Sweet Tea Hibiscus Leaves,473.74,91
5678,Light Snack Popcorn Bag,106.0,95
5679,Special Drink Juice Box,184.24,99
5680,Local Bakery Banana Bread,217.5,4
5681,Roasted Coffee Cappuccino Sticks,654.25,47
5682,Sweet Tea Jasmine Pearls,497.49,51
5683,Light Snack Trail Mix,151.99,55
5684,Special Drink Sports Drink,185.99,59
5685,Local Bakery Cinnamon Roll,177.5,63
5686,Fresh Dairy Greek Yogurt,244.49,67
5687,Classic Pantry Soy Sauce 1L,208.25,71
5688,Original Frozen Frozen Pizza,129.49,75
5689,Salted Produce Garlic Bulb,82.25,79
5690,Spicy Meat Lamb Chops,200.99,83
5691,Deluxe Bath Mouthwash,163.99,87
5692,Imported Clean Floor Wax,426.0,91
5693,Natural Office Highlighter,74.25,95
5694,Organic Tech Earphones,1572.5,99
5695,Premium Pet Cat Food 1kg,182.49,4
5696,Roasted Coffee Espresso Beans,376.0,8
5697,Sweet Tea Hibiscus Leaves,476.99,12
5698,Light Snack Popcorn Bag,109.25,16
5699,Special Drink Juice Box,187.49,20
5700,Local Bakery Banana Bread,220.75,24
5701,Roasted Coffee Cappuccino Sticks,657.5,67
5702,Sweet Tea Jasmine Pearls,500.74,71
5703,Light Snack Trail Mix,155.24,75
5704,Special Drink Sports Drink,189.24,79
5705,Local Bakery Cinnamon Roll,180.75,83
5706,Fresh Dairy Greek Yogurt,247.74,87
5707,Classic Pantry Soy Sauce 1L,211.5,91
5708,Original Frozen Frozen Pizza,132.74,95
5709,Salted Produce Garlic Bulb,85.5,99
5710,Spicy Meat Lamb Chops,204.24,4
5711,Deluxe Bath Mouthwash,167.24,8
5712,Imported Clean Floor Wax,429.25,12
5713,Natural Office Highlighter,77.5,16
5714,Organic Tech Earphones,1575.75,20
5715,Premium Pet Cat Food 1kg,185.74,24
5716,Roasted Coffee Espresso Beans,379.25,28
5717,Sweet Tea Hibiscus Leaves,480.24,32
5718,Light Snack Popcorn Bag,112.5,36
5719,Special Drink Juice Box,190.74,40
5720,Local Bakery Banana Bread,224.0,44
5721,Roasted Coffee Cappuccino Sticks,660.75,87
5722,Sweet Tea Jasmine Pearls,503.99,91
5723,Light Snack Trail Mix,158.49,95
5724,Special Drink Sports Drink,192.49,99
5725,Local Bakery Cinnamon Roll,184.0,4
5726,Fresh Dairy Greek Yogurt,250.99,8
5727,Classic Pantry Soy Sauce 1L,214.75,12
5728,Original Frozen Frozen Pizza,135.99,16
5729,Salted Produce Garlic Bulb,88.75,20
5730,Spicy Meat Lamb Chops,207.49,24
5731,Deluxe Bath Mouthwash,170.49,28
5732,Imported Clean Floor Wax,432.5,32
5733,Natural Office Highlighter,80.75,36
5734,Organic Tech Earphones,1579.0,40
5735,Premium Pet Cat Food 1kg,188.99,44
5736,Roasted Coffee Espresso Beans,382.5,48
5737,Sweet Tea Hibiscus Leaves,483.49,52
5738,Light Snack Popcorn Bag,115.75,56
5739,Special Drink Juice Box,193.99,60
5740,Local Bakery Banana Bread,204.5,64
5741,Roasted Coffee Cappuccino Sticks,641.25,8
5742,Sweet Tea Jasmine Pearls,484.49,12
5743,Light Snack Trail Mix,138.99,16
5744,Special Drink Sports Drink,172.99,20
5745,Local Bakery Cinnamon Roll,164.5,24
5746,Fresh Dairy Greek Yogurt,231.49,28
5747,Classic Pantry Soy Sauce 1L,195.25,32
5748,Original Frozen Frozen Pizza,116.49,36
5749,Salted Produce Garlic Bulb,69.25,40
5750,Spicy Meat Lamb Chops,187.99,44
5751,Deluxe Bath Mouthwash,150.99,48
5752,Imported Clean Floor Wax,413.0,52
5753,Natural Office Highlighter,61.25,56
5754,Organic Tech Earphones,1559.5,60
5755,Premium Pet Cat Food 1kg,169.49,64
5756,Roasted Coffee Espresso Beans,363.0,68
5757,Sweet Tea Hibiscus Leaves,463.99,72
5758,Light Snack Popcorn Bag,96.25,76
5759,Special Drink Juice Box,174.49,80
5760,Local Bakery Banana Bread,207.75,84
5761,Roasted Coffee Cappuccino Sticks,644.5,28
5762,Sweet Tea Jasmine Pearls,487.74,32
5763,Light Snack Trail Mix,142.24,36
5764,Special Drink Sports Drink,176.24,40
5765,Local Bakery Cinnamon Roll,167.75,44
5766,Fresh Dairy Greek Yogurt,234.74,48
5767,Classic Pantry Soy Sauce 1L,198.5,52
5768,Original Frozen Frozen Pizza,119.74,56
5769,Salted Produce Garlic Bulb,72.5,60
5770,Spicy Meat Lamb Chops,191.24,64
5771,Deluxe Bath Mouthwash,154.24,68
5772,Imported Clean Floor Wax,416.25,72
5773,Natural Office Highlighter,64.5,76
5774,Organic Tech Earphones,1562.75,80
5775,Premium Pet Cat Food 1kg,172.74,84
5776,Roasted Coffee Espresso Beans,366.25,88
5777,Sweet Tea Hibiscus Leaves,467.24,92
5778,Light Snack Popcorn Bag,99.5,96
5779,Special Drink Juice Box,177.74,1
5780,Local Bakery Banana Bread,211.0,5
5781,Roasted Coffee Cappuccino Sticks,647.75,48
5782,Sweet Tea Jasmine Pearls,490.99,52
5783,Light Snack Trail Mix,145.49,56
5784,Special Drink Sports Drink,179.49,60
5785,Local Bakery Cinnamon Roll,171.0,64
5786,Fresh Dairy Greek Yogurt,237.99,68
5787,Classic Pantry Soy Sauce 1L,201.75,72
5788,Original Frozen Frozen Pizza,122.99,76
5789,Salted Produce Garlic Bulb,75.75,80
5790,Spicy Meat Lamb Chops,194.49,84
5791,Deluxe Bath Mouthwash,157.49,88
5792,Imported Clean Floor Wax,419.5,92
5793,Natural Office Highlighter,67.75,96
5794,Organic Tech Earphones,1566.0,1
5795,Premium Pet Cat Food 1kg,175.99,5
5796,Roasted Coffee Espresso Beans,369.5,9
5797,Sweet Tea Hibiscus Leaves,470.49,13
5798,Light Snack Popcorn Bag,102.75,17
5799,Special Drink Juice Box,180.99,21
5800,Local Bakery Banana Bread,214.25,25
5801,Roasted Coffee Cappuccino Sticks,651.0,68
5802,Sweet Tea Jasmine Pearls,494.24,72
5803,Light Snack Trail Mix,148.74,76
5804,Special Drink Sports Drink,182.74,80
5805,Local Bakery Cinnamon Roll,174.25,84
5806,Fresh Dairy Greek Yogurt,241.24,88
5807,Classic Pantry Soy Sauce 1L,205.0,92
5808,Original Frozen Frozen Pizza,126.24,96
5809,Salted Produce Garlic Bulb,79.0,1
5810,Spicy Meat Lamb Chops,197.74,5
5811,Deluxe Bath Mouthwash,160.74,9
5812,Imported Clean Floor Wax,422.75,13
5813,Natural Office Highlighter,71.0,17
5814,Organic Tech Earphones,1569.25,21
5815,Premium Pet Cat Food 1kg,179.24,25
5816,Roasted Coffee Espresso Beans,372.75,29
5817,Sweet Tea Hibiscus Leaves,473.74,33
5818,Light Snack Popcorn Bag,106.0,37
5819,Special Drink Juice Box,184.24,41
5820,Local Bakery Banana Bread,217.5,45
5821,Roasted Coffee Cappuccino Sticks,654.25,88
5822,Sweet Tea Jasmine Pearls,497.49,92
5823,Light Snack Trail Mix,151.99,96
5824,Special Drink Sports Drink,185.99,1
5825,Local Bakery Cinnamon Roll,177.5,5
5826,Fresh Dairy Greek Yogurt,244.49,9
5827,Classic Pantry Soy Sauce 1L,208.25,13
5828,Original Frozen Frozen Pizza,129.49,17
5829,Salted Produce Garlic Bulb,82.25,21
5830,Spicy Meat Lamb Chops,200.99,25
5831,Deluxe Bath Mouthwash,163.99,29
5832,Imported Clean Floor Wax,426.0,33
5833,Natural Office Highlighter,74.25,37
5834,Organic Tech Earphones,1572.5,41
5835,Premium Pet Cat Food 1kg,182.49,45
5836,Roasted Coffee Espresso Beans,376.0,49
5837,Sweet Tea Hibiscus Leaves,476.99,53
5838,Light Snack Popcorn Bag,109.25,57
5839,Special Drink Juice Box,187.49,61
